generated_rule_id,rule_order,task,antecedent_types,antecedent_ids,antecedent_names,consequent_type,consequent_id,consequent_name,rule_text,recommended_usage,knowledge_status,llm_rule_confidence,medical_plausibility_score,statistical_strength_score,specificity_score,pseudo_correlation_risk,overactivation_risk,suggested_weight_scale,supporting_evidence_ids,supporting_statistics_summary,medical_rationale,statistical_rationale,conditions_or_limitations,need_human_review,audit_keep,audit_score,medical_consistency_score,statistical_sanity_score,specificity_audit_score,pseudo_correlation_risk_audit,overactivation_risk_audit,recommended_usage_final,knowledge_status_audit,final_weight_adjustment,final_rule_confidence,need_human_review_final,audit_reason,keep,statistical_ratability,statistical_ratiance,medical_ratability,supporting_evidence_summary
rule_token_tcm_diag_2138_7,first_order,tcm_diag,['token'],[2138],['Zhong Wu Lei Ji '],tcm_diag,7.0,Yao Tong,"Ruo Huan Zhe Zhu Su Bao Han 'Zhong Wu Lei Ji ',Ze Ke Neng Zhen Duan Wei Yao Tong",soft_prior,documented,0.8,5,4,3,low,low,0.75,['first_order_token_tcm_diag_2138_7'],"confidence=1.0, PMI=3.35, lift=28.55, cooccur=21Ci","Zhong Wu Lei Ji (Ban Yun Zhong Wu)Shi Yao Tong De Chang Jian You Yin,Fu He Lao Sun Xing Yao Tong Bing Yin","Zhi Xin Du 1.0,liftZhi 28.55Xian Shi Qiang Guan Lian","Xu Jie He Yao Bu Teng Tong Zheng Zhuang Que Ren,Dan Chun Bing Shi Bu Zu Yi Zhen Duan",False,True,4.0,4,4,3,low,low,soft_prior,documented,0.72,0.78,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_tcm_diag_2544_13,first_order,tcm_diag,['token'],[2544],['Yin Shi Hao Zhuan '],tcm_diag,13.0,Ji Zhi,"Ruo Huan Zhe Zhu Su Bao Han 'Yin Shi Hao Zhuan ',Ze Ke Neng Ji Wang Zhen Duan Wei Ji Zhi",soft_prior,data_driven_empirical,0.65,3,4,3,medium,medium,0.55,['first_order_token_tcm_diag_2544_13'],"confidence=1.0, PMI=3.84, lift=46.52, cooccur=17Ci","Yin Shi Hao Zhuan Shi Ji Zhi Zhi Liao Hou De Gai Shan Zhi Biao,Dan Qi Ben Shen Shi Liao Xiao Ping Gu Er Fei Zhen Duan Yi Ju","Zhi Xin Du 1.0,liftZhi 46.52Xian Shi Qiang Guan Lian,Ke Neng Fan Ying Ji Zhi Huan Zhe Fu Zhen Shi De Ji Lu Mo Shi","Ci Wei Liao Xiao Zhi Biao,Bu Ying Zuo Wei Zhen Duan Gui Ze,Ke Neng Yong Yu Bing Cheng Zhui Zong Huo Liao Xiao Ping Gu",True,False,3.0,3,4,3,medium,medium,delete,data_driven_empirical,0.55,0.65,True,"Gui Ze Ke Neng Fan Ying Liao Xiao Ping Gu Er Fei Zhen Duan Yi Ju,Cun Zai Wei Xiang Guan Feng Xian",False,,,,
rule_token_tcm_diag_2705_107,first_order,tcm_diag,['token'],[2705],['Zuo Shang Zhi Bu Zi Zhu Dou Dong '],tcm_diag,107.0,Zhan Bing,"Ruo Huan Zhe Zhu Su Bao Han 'Zuo Shang Zhi Bu Zi Zhu Dou Dong ',Ze Gao Du Ti Shi Zhen Duan Wei Zhan Bing",strong_prior,documented,0.92,5,5,5,low,low,0.9,['first_order_token_tcm_diag_2705_107'],"confidence=1.0, PMI=7.62, lift=2035.54, cooccur=15Ci, target_recall=0.405","Zhi Ti Bu Zi Zhu Dou Dong Shi Zhan Bing (Pa Jin Sen Bing Deng Zhen Zhan Xing Ji Bing)De He Xin Zheng Zhuang,Ju You Gao Du Te Yi Xing","Ji Gao De liftZhi He PMIZhi,Qie Mu Biao Zhao Hui Lu Da 40.5%,Biao Ming Gai Zheng Zhuang Zai Zhan Bing Huan Zhe Zhong Gao Pin Chu Xian","Xu Pai Chu Sheng Li Xing Zhen Zhan, Yao Wu Xing Zhen Zhan Deng Qi Ta Yuan Yin",False,True,5.0,5,5,5,low,low,strong_prior,documented,0.9,0.92,False,"Gui Ze Gao Du He Li,Tong Ji Zheng Ju Ji Qiang,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_tcm_diag_3180_107,first_order,tcm_diag,['token'],[3180],['Mian Bu Biao Qing Jian Shao '],tcm_diag,107.0,Zhan Bing,"Ruo Huan Zhe Zhu Su Bao Han 'Mian Bu Biao Qing Jian Shao ',Ze Gao Du Ti Shi Zhen Duan Wei Zhan Bing",strong_prior,documented,0.9,5,5,5,low,low,0.88,['first_order_token_tcm_diag_3180_107'],"confidence=1.0, PMI=7.62, lift=2035.54, cooccur=13Ci, target_recall=0.351",Mian Ju Lian (Mian Bu Biao Qing Jian Shao)Shi Pa Jin Sen Bing Deng Zhan Bing De Dian Xing Yun Dong Zheng Zhuang Zhi Yi,"Ji Gao De Tong Ji Guan Lian Qiang Du,Yu Zhan Bing De Gong Xian Mo Shi Gao Du Yi Zhi",Xu Jie He Qi Ta Yun Dong Zheng Zhuang Zong He Pan Duan,False,True,5.0,5,5,5,low,low,strong_prior,documented,0.88,0.9,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_tcm_diag_2991_113,first_order,tcm_diag,['token'],[2991],['Mian Bu Yan Se '],tcm_diag,113.0,Li Hei Ban,"Ruo Huan Zhe Zhu Su Bao Han 'Mian Bu Yan Se 'Yi Chang,Ze Ti Shi Ke Neng Zhen Duan Wei Li Hei Ban",soft_prior,documented,0.85,5,5,4,low,medium,0.75,['first_order_token_tcm_diag_2991_113'],"confidence=1.0, PMI=7.65, lift=2092.08, cooccur=14Ci, target_recall=0.389","Mian Bu Yan Se Gai Bian Shi Li Hei Ban (Huang He Ban)De Zhu Yao Biao Xian,Dan 'Mian Bu Yan Se 'Biao Shu Jiao Kuan Fan","Tong Ji Guan Lian Ji Qiang,Dan Qian Jian Miao Shu Bu Gou Ju Ti,Ke Neng Bao Han Qi Ta Mian Bu Se Su Xing Ji Bing","Xu Ming Que Wei Se Su Chen Zhao Xing Gai Bian,Pai Chu Qi Ta Mian Bu Se Su Yi Chang",False,True,5.0,5,5,4,low,medium,strong_prior,documented,0.82,0.88,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_tcm_diag_2932_110,first_order,tcm_diag,['token'],[2932],['Lu Pao Yang Xing '],tcm_diag,110.0,Yan Bing Lei Zhu Yu,"Ruo Huan Zhe Jian Cha Fa Xian 'Lu Pao Yang Xing ',Ze Ti Shi Zhen Duan Wei Yan Bing Lei Ji Bing",strong_prior,documented,0.88,5,5,5,low,low,0.85,['first_order_token_tcm_diag_2932_110'],"confidence=1.0, PMI=7.52, lift=1836.95, cooccur=14Ci, target_recall=0.341","Lu Pao Shi Yan Ke Jian Cha De Te Yi Xing Ti Zheng,Chang Jian Yu Jie Mo Yan Deng Yan Bu Ji Bing","Ji Gao De Tong Ji Guan Lian Qiang Du,Qie Lu Pao Wei Yan Ke Zhuan Ke Ti Zheng",Lu Pao Yang Xing Xu Jie He Qi Ta Yan Bu Zheng Zhuang Ming Que Ju Ti Yan Bing Lei Xing,False,True,5.0,5,5,5,low,low,strong_prior,documented,0.88,0.9,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_tcm_diag_3227_75,first_order,tcm_diag,['token'],[3227],['You Ce Zhi Ti Huo Dong Shou Xian '],tcm_diag,75.0,Zhong Feng Bing,"Ruo Huan Zhe Zhu Su Bao Han 'You Ce Zhi Ti Huo Dong Shou Xian ',Ze Gao Du Ti Shi Zhen Duan Wei Zhong Feng Bing",strong_prior,documented,0.9,5,5,5,low,low,0.88,['first_order_token_tcm_diag_3227_75'],"confidence=1.0, PMI=6.41, lift=607.38, cooccur=12Ci, target_recall=0.097","Dan Ce Zhi Ti Huo Dong Shou Xian Shi Zhong Feng Bing (Nao Zu Zhong)De Dian Xing Zheng Zhuang,Ju You Gao Du Te Yi Xing","Gao liftZhi He PMIZhi Xian Shi Qiang Guan Lian,Sui Ran Gong Xian Ci Shu Jiao Shao Dan Guan Lian Qiang Du Gao","Xu Pai Chu Wai Shang, Zhou Wei Shen Jing Bing Bian Deng Qi Ta Yuan Yin Dao Zhi De Zhi Ti Huo Dong Shou Xian",False,True,5.0,5,5,5,low,low,strong_prior,documented,0.88,0.9,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi",True,,,,
rule_token_tcm_diag_2837_69,first_order,tcm_diag,['token'],[2837],['Bu Gui Ze Hong Ban '],tcm_diag,69.0,She Chuan Chuang,"Ruo Huan Zhe Zhu Su Bao Han 'Bu Gui Ze Hong Ban ',Ze Ti Shi Ke Neng Zhen Duan Wei She Chuan Chuang",soft_prior,documented,0.78,4,5,4,medium,medium,0.7,['first_order_token_tcm_diag_2837_69'],"confidence=1.0, PMI=6.08, lift=435.35, cooccur=14Ci, target_recall=0.081","She Chuan Chuang (Dai Zhuang Pao Zhen)Dian Xing Biao Xian Wei Cu Ji Xing Shui Pao Yan Shen Jing Fen Bu,Bu Gui Ze Hong Ban Ke Neng Shi Zao Qi Huo Fei Dian Xing Biao Xian","Tong Ji Guan Lian Jiao Qiang,Dan Bu Gui Ze Hong Ban Que Fa She Chuan Chuang De Te Zheng Xing (Yan Shen Jing Fen Bu, Cu Ji Xing Shui Pao)","Xu Jie He Teng Tong Xing Zhi, Fen Bu Te Dian, Shui Pao Deng Qi Ta Zheng Zhuang Zong He Pan Duan,Bu Gui Ze Hong Ban Ke Jian Yu Duo Chong Pi Fu Bing",False,True,4.0,4,5,4,low,medium,soft_prior,documented,0.72,0.78,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi,Dan Te Yi Xing Shao Ruo",True,,,,
rule_token_tcm_diag_3202_69,first_order,tcm_diag,['token'],[3202],['Bu Gui Ze Hong Zhong '],tcm_diag,69.0,She Chuan Chuang,"Ruo Huan Zhe Zhu Su Bao Han 'Bu Gui Ze Hong Zhong ',Ze Ti Shi Ke Neng Zhen Duan Wei She Chuan Chuang",soft_prior,documented,0.76,4,5,4,medium,medium,0.68,['first_order_token_tcm_diag_3202_69'],"confidence=1.0, PMI=6.08, lift=435.35, cooccur=12Ci, target_recall=0.069","Hong Zhong Ke Neng Shi She Chuan Chuang De Yan Zheng Biao Xian,Dan Bu Gui Ze Hong Zhong Te Yi Xing Bu Zu","Tong Ji Guan Lian Qiang Dan Gong Xian Pin Ci Jiao Di,Qie Zheng Zhuang Miao Shu Bu Gou Dian Xing","Xu Jie He Shen Jing Tong, Shui Pao, Fen Bu Te Dian Deng Dian Xing Zheng Zhuang,Bu Gui Ze Hong Zhong Ke Jian Yu Duo Chong Gan Ran Xing Pi Fu Bing",False,True,4.0,4,5,3,low,medium,soft_prior,documented,0.7,0.76,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi,Xu Jie He Qi Ta Zheng Zhuang Zong He Pan Duan",True,,,,
rule_token_tcm_diag_3232_20,first_order,tcm_diag,['token'],[3232],['Hou Bi Kong Du Sai '],tcm_diag,20.0,Bi Yuan,"Ruo Huan Zhe Zhu Su Bao Han 'Hou Bi Kong Du Sai ',Ze Ti Shi Zhen Duan Wei Bi Yuan",soft_prior,documented,0.8,4,4,4,low,medium,0.72,['first_order_token_tcm_diag_3232_20'],"confidence=1.0, PMI=4.22, lift=67.91, cooccur=12Ci","Hou Bi Kong Du Sai Ke Jian Yu Bi Yuan (Bi Dou Yan),Dan Ye Ke Jian Yu Qi Ta Bi Qiang Ji Bing","Zhong Deng Qiang Du De Tong Ji Guan Lian,Dan Zheng Zhuang Te Yi Xing Bu Gou Gao","Xu Jie He Nong Ti, Tou Tong Deng Qi Ta Bi Yuan Dian Xing Zheng Zhuang Zong He Pan Duan",False,True,4.0,4,4,3,low,medium,soft_prior,documented,0.75,0.8,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi,Xu Jie He Qi Ta Zheng Zhuang Zong He Pan Duan",True,,,,
rule_token_tcm_diag_2846_21,first_order,tcm_diag,['token'],[2846],['Quan Kou Qiang Nian Mo Wei Suo '],tcm_diag,21.0,Kou Mi,"Ruo Huan Zhe Jian Cha Fa Xian 'Quan Kou Qiang Nian Mo Wei Suo ',Ze Ti Shi Zhen Duan Wei Kou Mi",soft_prior,documented,0.75,4,4,4,medium,medium,0.68,['first_order_token_tcm_diag_2846_21'],"confidence=1.0, PMI=4.46, lift=86.87, cooccur=14Ci","Kou Qiang Nian Mo Wei Suo Ke Jian Yu Man Xing Kou Mi (Kou Qiang Kui Yang, Bian Ping Tai Xian Deng),Dan Wei Suo Bu Shi Kou Mi De Dian Xing Biao Xian","Zhong Deng Tong Ji Guan Lian Qiang Du,Dan Yi Xue Luo Ji Guan Lian Du Yi Ban","Kou Qiang Nian Mo Wei Suo Ke Jian Yu Duo Chong Kou Qiang Ji Bing,Xu Jie He Mi Lan, Kui Yang Deng Qi Ta Biao Xian",True,True,4.0,4,4,4,low,medium,soft_prior,documented,0.7,0.75,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qing Xi,Xu Jie He Qi Ta Zheng Zhuang Zong He Pan Duan",True,,,,
rule_token_tcm_diag_3258_18,first_order,tcm_diag,['token'],[3258],['Shi Mian Kun Rao '],tcm_diag,18.0,Shi Mian,"Ruo Huan Zhe Zhu Su Bao Han 'Shi Mian Kun Rao ',Ze Zhen Duan Wei Shi Mian",strong_prior,documented,0.95,5,4,5,low,low,0.92,['first_order_token_tcm_diag_3258_18'],"confidence=1.0, PMI=4.05, lift=57.14, cooccur=12Ci","Shi Mian Kun Rao Zhi Jie Dui Ying Shi Mian Zhen Duan,Luo Ji Guan Xi Ming Que","Tong Ji Guan Lian Qiang,Qie Qian Hou Jian Yu Yi Gao Du Yi Zhi","Xu Ming Que Shi Mian De Pin Ci, Chi Xu Shi Jian Deng Zhen Duan Biao Zhun",False,True,5.0,5,4,5,low,low,soft_prior,documented,0.8,0.85,False,"Gui Ze He Li,Tong Ji Zheng Ju Chong Fen,Yi Xue Luo Ji Qiang,Zhi Jie Zhu Su Ming Que",True,,,,
rule_token_tcm_diag_2945_3,first_order,tcm_diag,['token'],[2945],['Shui Hou Nan Yi Zai Ci Ru Shui '],tcm_diag,3.0,Bu Mei Bing,"Ruo Huan Zhe Zhu Su Bao Han 'Shui Hou Nan Yi Zai Ci Ru Shui ',Ze Zhen Duan Wei Bu Mei Bing",strong_prior,documented,0.88,5,3,5,low,low,0.85,['first_order_token_tcm_diag_2945_3'],"confidence=1.0, PMI=2.87, lift=17.61, cooccur=14Ci",Shui Hou Nan Yi Zai Ci Ru Shui (Shui Mian Wei Chi Kun Nan)Shi Bu Mei Bing De Dian Xing Biao Xian Zhi Yi,"Tong Ji Guan Lian Zhong Deng,Dan Yi Xue Luo Ji Ming Que","Bu Mei Bing Bao Gua Ru Shui Kun Nan, Shui Mian Wei Chi Kun Nan, Zao Xing Deng Duo Chong Biao Xian",False,True,4.0,5,3,5,low,low,strong_prior,documented,0.85,0.8,False,"Gui Ze He Li,Yi Xue Luo Ji Ming Que,Tong Ji Guan Lian Zhong Deng",True,,,,
rule_token_tcm_diag_3115_3,first_order,tcm_diag,['token'],[3115],['Qian Shui '],tcm_diag,3.0,Bu Mei Bing,"Ruo Huan Zhe Zhu Su Bao Han 'Qian Shui ',Ze Zhen Duan Wei Bu Mei Bing",strong_prior,documented,0.86,5,3,5,low,low,0.83,['first_order_token_tcm_diag_3115_3'],"confidence=1.0, PMI=2.87, lift=17.61, cooccur=13Ci",Qian Shui (Shui Mian Zhi Liang Chai)Shi Bu Mei Bing De He Xin Zheng Zhuang Zhi Yi,"Tong Ji Guan Lian Zhong Deng,Dan Yi Xue Luo Ji Ming Que","Xu Jie He Shui Mian Shi Chang, Ri Jian Gong Neng Deng Zong He Ping Gu",False,True,4.0,5,3,5,low,low,strong_prior,documented,0.83,0.78,False,"Gui Ze He Li,Yi Xue Luo Ji Ming Que,Tong Ji Guan Lian Zhong Deng",True,,,,
